867,SemiFinal,1989,338,7.78
868,32nd,1987,437,7.33
869,SemiFinal,1996,1809,2.39
870,SemiFinal,2010,1876,6.16
871,quarter_final,1993,90,7.9
872,32nd,1998,80,9.78
873,32nd,2010,125,8.19
874,Final,1986,407,2.39
875,quarter_final,2000,664,5.45
876,32nd,1994,1724,8.57
877,16th,2004,614,4.48
878,16th,1990,1819,2.9
879,SemiFinal,2005,1402,10.56
880,quarter_final,1990,379,1.34
881,SemiFinal,2004,1026,9.38
882,16th,2013,1861,5.61
883,Final,1988,1125,9.4
884,SemiFinal,2007,875,6.28
885,16th,1993,1373,5.23
886,SemiFinal,2012,1973,3.1
887,32nd,2004,1940,8.68
888,32nd,1997,777,4.5
889,SemiFinal,2014,883,9.92
890,SemiFinal,2013,668,8.05
891,16th,1990,1208,10.1
892,SemiFinal,1998,236,4.74
893,Final,2002,455,6.86
894,32nd,2013,1527,9.72
895,quarter_final,2012,1728,1.25
896,quarter_final,1995,280,3.77
897,16th,2008,1667,8.05
898,Final,1988,1068,9.99
899,quarter_final,1999,1608,6.07
900,32nd,2002,147,9.95
901,quarter_final,1998,725,8.79
902,SemiFinal,1996,1858,5.58
903,32nd,1999,834,2.87
904,quarter_final,2010,252,2.84
905,16th,2001,2012,10.81
906,SemiFinal,2015,110,3.05
907,32nd,2008,577,3.75
908,SemiFinal,2007,358,1.95
909,Final,2001,871,3.29
910,16th,1988,355,7.14
911,16th,2014,1206,3.09
912,SemiFinal,2012,379,2.84
913,32nd,1992,1674,2.98
914,16th,1990,1070,8.23
915,Final,2013,1003,3.55
916,quarter_final,2000,1665,8.86
917,SemiFinal,1988,652,9.27
918,SemiFinal,2011,343,8.53
919,quarter_final,2014,1067,3.35
920,Final,1998,1166,3.66
921,16th,2003,1449,9.72
922,Final,1990,1711,3.57
923,quarter_final,2012,1615,5.8
924,SemiFinal,1992,1854,6.38
925,32nd,2013,600,8.27
926,32nd,1995,1150,6.43
927,32nd,2012,2006,10.19
928,quarter_final,2005,933,3.16
929,32nd,1990,1905,7.68
930,Final,2005,225,4.85
931,16th,2014,1919,9.96
932,SemiFinal,1993,1082,5.22
933,32nd,1992,1261,10.23
934,16th,1995,528,2.01
935,Final,2009,1997,4.94
936,16th,2015,149,9.33
937,SemiFinal,1991,808,5.76
938,Final,2002,2024,5.18
939,quarter_final,2006,156,10.24
940,quarter_final,1987,794,2.07
941,32nd,2007,1842,6.17
942,SemiFinal,1987,1619,3.99
943,SemiFinal,1997,1453,5.59
944,quarter_final,2011,1180,4.36
945,SemiFinal,2005,1745,10.95
946,SemiFinal,1996,808,3.77
947,SemiFinal,2014,1443,10.15
948,32nd,1998,902,10.59
949,32nd,1986,404,10.55
950,quarter_final,2010,419,5.42
951,32nd,1989,1799,1.45
952,SemiFinal,1988,2037,1.44
953,Final,1993,1668,1.77
954,32nd,1996,1851,3.12
955,Final,1993,943,4.42
956,Final,1991,603,8.87
957,16th,1997,1873,1.18
958,SemiFinal,2011,1128,7.19
959,32nd,1998,1998,3.0
960,16th,1992,1489,8.47
961,16th,2004,481,9.55
962,quarter_final,2006,738,10.11
963,32nd,1986,1997,5.38
964,SemiFinal,1993,534,5.71
965,SemiFinal,2012,349,6.65
966,Final,1989,1272,10.54
967,32nd,1999,1430,4.26
968,SemiFinal,2001,957,6.29
969,Final,2015,1241,8.44
970,SemiFinal,2010,315,2.62
971,16th,1990,1726,6.01
972,SemiFinal,2000,619,10.95
973,quarter_final,2002,887,5.0
974,32nd,2007,1883,10.1
975,quarter_final,2012,1355,3.31
976,SemiFinal,2012,379,10.1
977,Final,2012,1799,6.53
978,SemiFinal,2002,858,10.69
979,32nd,1995,1989,8.92
980,32nd,1995,404,10.44
981,quarter_final,2013,574,5.85
982,SemiFinal,2001,944,9.86
983,Final,2014,57,10.16
984,Final,2005,1719,7.67
985,quarter_final,1999,201,8.17
986,32nd,2007,223,8.57
987,Final,1996,1945,10.47
988,Final,2015,1958,9.79
989,Final,2013,150,8.36
990,SemiFinal,2015,1054,4.35
991,SemiFinal,2015,1059,1.94
992,16th,1994,1660,10.7
993,SemiFinal,2011,962,10.59
994,16th,2012,1520,10.23
995,16th,1988,1340,9.22
996,SemiFinal,1994,503,1.95
997,32nd,2005,1495,10.84
998,Final,1991,1486,4.32
999,16th,1996,531,6.93
1000,Final,2000,534,3.02
1001,16th,2013,1965,10.55
1002,16th,1995,1724,9.35
1003,quarter_final,2005,1141,7.45
1004,quarter_final,1990,1135,9.48
1005,32nd,2010,717,5.25
1006,Final,1996,551,4.47
1007,quarter_final,1994,467,10.79
1008,32nd,2015,1323,8.52
1009,16th,2015,893,9.0
1010,16th,2001,515,10.35
1011,SemiFinal,2012,1447,3.31
1012,32nd,1987,1864,1.5
1013,Final,1997,222,6.9
1014,SemiFinal,2009,358,4.52
1015,SemiFinal,1999,653,1.72
1016,quarter_final,1994,808,5.87
1017,32nd,2005,301,3.0
1018,SemiFinal,2003,1447,3.57
1019,32nd,2009,1857,3.82
1020,SemiFinal,1987,199,1.48
1021,32nd,2015,1174,8.66
1022,Final,2010,815,6.02
1023,quarter_final,1992,695,1.37
1024,32nd,1986,656,4.39
1025,16th,2015,531,5.24
1026,16th,1988,1400,2.8
1027,SemiFinal,1996,1079,7.24
1028,Final,2009,1752,6.22
1029,16th,2013,1878,6.34
1030,quarter_final,1991,892,2.51
1031,16th,2011,1085,1.56
1032,Final,2007,2040,8.52
1033,16th,1997,933,5.75
1034,SemiFinal,1992,1547,7.33
1035,16th,1991,479,1.77
1036,16th,1988,1010,9.32
1037,quarter_final,2014,1424,6.34
1038,32nd,2014,68,5.85
1039,quarter_final,2011,1645,9.06
1040,quarter_final,1999,1184,10.39
1041,16th,1998,1466,3.18
1042,Final,1996,1844,4.55
1043,SemiFinal,2008,413,8.62
1044,32nd,2015,1457,7.03
1045,32nd,1994,162,10.36
1046,SemiFinal,2013,1382,4.31
1047,16th,2001,725,6.15
1048,16th,2000,1017,10.52
1049,Final,2010,719,4.7
1050,Final,2001,722,7.84
1051,32nd,2002,1629,9.3
1052,Final,1987,1104,1.48
1053,Final,2015,1448,7.91
1054,quarter_final,2012,933,4.06
1055,SemiFinal,1993,1720,2.91
1056,Final,1998,225,10.27
1057,quarter_final,2006,1965,10.99
1058,32nd,1991,493,5.93
1059,32nd,2003,946,5.78
1060,Final,1999,1606,4.52
1061,quarter_final,1986,321,8.78
1062,quarter_final,1998,163,4.91
1063,16th,2003,847,9.65
1064,quarter_final,1986,1742,2.96
1065,16th,2013,893,4.03
1066,16th,2012,1247,1.85
1067,SemiFinal,2000,1601,5.51
1068,SemiFinal,1988,157,7.02
1069,32nd,2013,1826,3.43
1070,SemiFinal,2009,1426,3.54
1071,SemiFinal,1994,1101,3.29
1072,Final,1988,1182,9.73
1073,32nd,1996,1679,8.5
1074,quarter_final,2010,851,3.78
1075,32nd,2010,1433,10.44
1076,quarter_final,2007,822,4.38
1077,Final,1993,1492,6.66
1078,quarter_final,1999,1751,1.63
1079,32nd,2012,615,1.98
1080,SemiFinal,1990,1283,1.17
1081,Final,1998,742,3.57
1082,SemiFinal,2001,1936,6.34
1083,16th,1999,1257,7.03
1084,Final,1988,1680,7.71
1085,32nd,1999,1222,10.23
1086,SemiFinal,2006,802,9.72
1087,quarter_final,2014,374,4.12
1088,16th,1993,646,9.53
1089,quarter_final,2011,1143,10.43
1090,Final,2001,877,1.7
1091,quarter_final,2002,1511,10.72
1092,Final,2011,1768,7.33
1093,Final,1999,1988,6.76
1094,SemiFinal,2014,834,9.82
1095,Final,2014,606,9.88
1096,quarter_final,2011,1898,1.77
1097,SemiFinal,1997,644,9.71
1098,16th,2001,1652,3.39
1099,SemiFinal,1986,1063,2.56
1100,SemiFinal,2005,348,9.64
1101,32nd,1998,1396,6.87
1102,quarter_final,1993,399,1.15
1103,16th,2012,785,6.4
1104,32nd,2004,1554,6.49
1105,16th,1997,1885,7.5
1106,16th,2006,980,10.72
1107,SemiFinal,2015,1885,3.87
1108,SemiFinal,1991,1760,8.89
1109,quarter_final,2015,1433,1.03
1110,16th,1995,1970,6.82
1111,SemiFinal,1997,112,7.17
1112,quarter_final,2009,838,6.71
1113,16th,1996,580,2.88
1114,SemiFinal,1991,177,8.62
1115,32nd,1991,1179,8.86
1116,quarter_final,2003,1379,9.95
1117,32nd,2012,394,10.19
1118,Final,1986,1887,8.92
1119,Final,1986,2004,8.45
1120,32nd,1986,198,4.38
1121,SemiFinal,1997,1462,10.58
1122,Final,2008,1653,6.7
1123,16th,2005,1659,1.36
1124,16th,2010,1548,1.88
1125,quarter_final,1994,1991,4.58
1126,Final,1987,92,3.77
1127,SemiFinal,2010,1867,5.82
1128,SemiFinal,1993,1468,7.19
1129,32nd,1999,1205,7.99
1130,Final,1991,898,5.67
1131,quarter_final,2014,1883,5.88
1132,quarter_final,2005,865,8.46
1133,quarter_final,2011,1700,5.46
1134,quarter_final,2000,2009,4.43
1135,32nd,2011,535,10.09
1136,32nd,2014,807,2.91
1137,Final,2002,1268,3.48
1138,Final,1997,189,3.18
1139,quarter_final,1995,736,10.39
1140,Final,1986,2029,5.24
1141,quarter_final,2009,1233,3.32
1142,Final,1995,567,2.1
1143,32nd,1988,506,6.78
1144,32nd,2010,605,5.05
1145,16th,2012,288,4.99
1146,quarter_final,2000,562,1.86
1147,Final,1996,122,1.8
1148,quarter_final,1986,1612,9.36
1149,32nd,1998,1115,3.03
1150,16th,1992,1085,2.77
1151,quarter_final,1990,759,8.98
1152,SemiFinal,1996,817,10.6
1153,32nd,2010,857,7.95
1154,SemiFinal,1993,814,2.03
1155,Final,2002,927,3.79
1156,quarter_final,2009,1505,2.68
1157,Final,2007,155,5.28
1158,SemiFinal,2009,1735,7.36
1159,32nd,2010,1533,1.67
1160,16th,1991,442,9.5
1161,Final,1999,1647,3.24
1162,32nd,2014,214,3.07
1163,Final,2009,1243,3.5
1164,32nd,2007,1037,7.52
1165,quarter_final,1992,1215,4.31
1166,16th,2006,1581,3.97
1167,Final,2005,1682,9.35
1168,SemiFinal,2006,1956,7.91
1169,quarter_final,2014,1117,4.91
1170,16th,2015,1255,5.89
1171,Final,2001,1591,3.99
1172,32nd,2002,482,3.29
1173,SemiFinal,2003,398,2.7
1174,32nd,1999,975,7.1
1175,Final,1992,497,10.65
1176,quarter_final,2008,737,5.57
1177,Final,2002,1870,7.69
1178,Final,2004,963,6.38
1179,SemiFinal,2007,755,7.08
1180,16th,1994,636,3.07
1181,Final,2001,1895,2.27
1182,quarter_final,2004,1232,9.44
1183,Final,2009,1570,7.35
1184,16th,1988,1758,8.51
1185,16th,2012,656,1.33
1186,16th,2002,1353,3.22
1187,16th,1989,873,4.48
1188,32nd,2015,811,5.52
1189,quarter_final,2001,481,2.54
1190,Final,1997,1925,8.02
1191,quarter_final,2003,169,10.55
1192,32nd,1995,337,4.33
1193,SemiFinal,1994,1512,1.43
1194,SemiFinal,1995,1340,7.65
1195,Final,1995,891,3.01
1196,quarter_final,2000,1020,8.26
1197,SemiFinal,2008,698,4.18
1198,Final,1986,1062,4.96
1199,32nd,2010,805,2.12
1200,32nd,2006,1926,7.85
1201,Final,1999,1209,2.08
1202,SemiFinal,1990,1975,5.89
1203,32nd,2012,1231,5.07
1204,32nd,1987,2008,2.8
1205,SemiFinal,1999,399,9.93
1206,32nd,2004,1771,6.16
1207,SemiFinal,2012,1993,4.01
1208,Final,2008,297,7.47
1209,quarter_final,2010,1733,10.63
1210,SemiFinal,1992,1703,8.81
1211,SemiFinal,1993,1405,9.9
1212,Final,2009,595,10.47
1213,16th,1991,1899,5.35
1214,Final,2007,180,10.54
1215,SemiFinal,2015,1945,4.44
1216,Final,1989,318,8.51
1217,quarter_final,2008,1765,4.5
1218,quarter_final,1987,1559,6.58
1219,16th,2013,471,6.35
1220,quarter_final,1987,636,3.23
1221,SemiFinal,2008,1877,6.67
1222,Final,2012,286,6.15
1223,16th,2006,2029,5.93
1224,SemiFinal,2013,1324,9.9
1225,SemiFinal,2005,1554,7.88
1226,SemiFinal,2012,1241,8.41
1227,16th,1991,352,7.59
1228,SemiFinal,2003,1020,10.95
1229,32nd,1986,58,9.27
1230,32nd,1996,1281,5.66
1231,Final,2009,1279,6.33
1232,16th,1995,215,1.53
1233,SemiFinal,2015,336,5.24
1234,Final,2010,1188,2.71
1235,quarter_final,1996,600,4.0
1236,Final,1990,650,7.63
1237,16th,1996,1938,8.59
1238,SemiFinal,2014,305,7.1
1239,SemiFinal,2014,1539,2.56
1240,Final,2014,1668,1.25
1241,SemiFinal,2015,477,7.25
1242,quarter_final,1992,196,2.28
1243,32nd,1989,325,8.5
1244,SemiFinal,2011,1536,7.27
1245,quarter_final,1994,203,9.56
1246,Final,2006,200,8.1
1247,16th,2008,1637,8.53
1248,16th,1992,665,10.77
1249,quarter_final,1999,964,10.87
1250,SemiFinal,2004,625,2.97
1251,Final,1988,1352,7.24
1252,32nd,1999,1779,7.69
1253,SemiFinal,2003,1152,5.48
1254,SemiFinal,2000,1956,8.4
1255,quarter_final,1995,947,3.69
1256,32nd,1999,216,5.37
1257,Final,1997,661,9.55
1258,quarter_final,2007,1518,4.41
1259,quarter_final,2010,259,5.21
1260,SemiFinal,2009,411,7.26
1261,Final,2009,1550,3.7
1262,32nd,2015,1501,8.39
1263,16th,2006,874,10.55
1264,32nd,2015,1419,1.83
1265,16th,2005,1908,2.8
1266,16th,2005,558,8.23
1267,32nd,1990,1514,10.33
1268,SemiFinal,1986,2050,9.53
1269,SemiFinal,1989,884,4.15
1270,SemiFinal,2006,847,7.99
1271,Final,1993,1794,6.54
1272,32nd,2015,461,4.71
1273,quarter_final,1997,301,3.96
1274,SemiFinal,2003,1734,9.75
1275,SemiFinal,2012,529,8.28
1276,32nd,2011,276,6.71
1277,SemiFinal,2015,1203,8.81
1278,quarter_final,1997,1602,3.77
1279,16th,1990,1477,9.38
1280,Final,2006,1729,4.91
1281,SemiFinal,1988,1389,5.04
1282,32nd,2011,1667,10.11
1283,32nd,1991,1257,3.84
1284,Final,2005,1750,2.96
1285,32nd,2014,1023,4.35
1286,16th,2007,1511,2.53
1287,quarter_final,1988,1450,9.74
1288,16th,2013,1089,9.3
1289,32nd,2007,1970,8.7
1290,Final,2002,326,10.37
1291,Final,2009,463,3.82
1292,Final,2014,1343,3.96
1293,SemiFinal,1988,152,7.4
1294,Final,1995,799,2.83
1295,Final,1986,170,9.08
1296,SemiFinal,1988,2006,1.63
1297,16th,1994,382,8.66
1298,quarter_final,2005,471,10.28
1299,quarter_final,1998,300,2.1
1300,quarter_final,2006,528,6.33
1301,SemiFinal,2006,407,10.71
1302,Final,1992,554,2.39
1303,quarter_final,1988,1027,6.26
1304,quarter_final,2014,463,9.53
1305,Final,2007,248,2.53
1306,16th,1996,1753,1.98
1307,16th,2006,1193,7.28
1308,quarter_final,1988,950,2.97
1309,SemiFinal,2013,1070,5.71
1310,Final,1996,1971,10.51
1311,16th,2005,91,1.69
1312,quarter_final,1998,966,8.83
1313,32nd,1988,815,1.34
1314,quarter_final,2007,114,5.99
1315,Final,2004,1813,5.82
1316,quarter_final,2008,396,1.83
1317,quarter_final,1994,1090,10.56
1318,32nd,1989,1636,2.78
1319,SemiFinal,2012,1661,7.15
1320,quarter_final,2013,1754,2.49
1321,16th,1989,1753,1.1
1322,SemiFinal,1989,447,6.99
1323,quarter_final,1998,222,10.18
1324,quarter_final,2010,1866,9.25
1325,SemiFinal,1991,1834,1.55
1326,32nd,2002,1889,10.67
1327,quarter_final,1993,1281,9.11
1328,32nd,1994,75,7.09
1329,SemiFinal,2008,626,10.57
1330,quarter_final,2013,861,8.21
1331,SemiFinal,2010,1712,8.93
1332,32nd,2015,674,3.32
1333,16th,1988,174,9.94
1334,Final,1999,1004,7.81
1335,quarter_final,2013,713,7.73
1336,32nd,1992,784,7.27
1337,Final,2013,191,6.74
1338,SemiFinal,2004,997,5.34
1339,32nd,2003,1718,8.46
1340,SemiFinal,2015,580,8.09
1341,SemiFinal,1997,1608,8.93
1342,Final,2010,500,3.32
1343,SemiFinal,1991,1994,10.69
1344,32nd,1994,125,5.37
1345,SemiFinal,2007,1802,2.68
1346,Final,2007,1169,3.17
1347,32nd,1995,947,10.72
1348,Final,2004,727,7.77
1349,16th,1996,1849,6.65
1350,32nd,2009,1124,6.32
1351,quarter_final,2009,174,1.81
1352,quarter_final,1988,536,1.67
1353,quarter_final,1995,1564,9.14
1354,16th,1999,509,5.71
1355,SemiFinal,2002,991,10.96
1356,SemiFinal,2000,1316,3.76
1357,Final,2000,779,1.29
1358,SemiFinal,2005,1150,5.92
1359,32nd,1986,1499,8.7
1360,quarter_final,1991,1834,2.03
1361,SemiFinal,1999,1754,3.44
1362,SemiFinal,2000,1095,2.83
1363,SemiFinal,1998,70,9.55
1364,quarter_final,1990,2027,10.58
1365,quarter_final,1992,1248,2.58
1366,SemiFinal,2006,1335,5.04
1367,16th,1999,637,4.62
1368,16th,1993,1365,10.6
1369,SemiFinal,2006,447,4.12
1370,quarter_final,2014,907,9.88
1371,32nd,1995,529,3.1
1372,16th,1995,778,9.35
1373,Final,1996,1903,8.6
1374,quarter_final,1991,1485,4.08
1375,quarter_final,2003,1447,2.6
1376,16th,2002,1000,7.04
1377,Final,1996,1718,3.08
1378,32nd,2012,1548,3.62
1379,SemiFinal,1999,535,11.0
1380,quarter_final,2015,474,9.95
1381,quarter_final,2001,921,8.16
1382,SemiFinal,1988,319,10.56
1383,16th,2001,1149,7.95
1384,SemiFinal,2009,1901,4.85
1385,16th,2012,1303,10.53
1386,16th,2002,1719,2.64
1387,16th,2012,1963,5.14
1388,SemiFinal,1991,1570,1.99
1389,Final,1994,160,8.22
1390,32nd,2004,1192,2.45
1391,quarter_final,2011,1084,10.2
1392,32nd,2000,960,5.34
1393,16th,1996,1876,3.07
1394,SemiFinal,2012,1033,6.13
1395,SemiFinal,2012,968,7.12
1396,32nd,1995,625,7.05
1397,SemiFinal,2008,146,1.13
1398,16th,2008,185,2.55
1399,16th,1997,1422,10.06
1400,Final,1989,367,6.11
1401,Final,2002,139,6.21
1402,quarter_final,2006,642,6.78
1403,32nd,2003,1756,3.06
1404,quarter_final,1997,953,2.27
1405,32nd,1998,1214,8.11
1406,Final,2012,747,5.08
1407,Final,2011,1027,2.51
1408,quarter_final,1998,1739,2.69
1409,SemiFinal,2005,284,1.44
1410,SemiFinal,1992,920,2.53
1411,Final,2001,954,5.0
1412,quarter_final,1986,960,6.09
1413,16th,1996,513,2.81
1414,quarter_final,2011,1441,4.56
1415,quarter_final,1994,1228,2.88
1416,Final,1992,808,1.92
1417,Final,2002,792,3.06
1418,16th,2000,1832,4.58
1419,SemiFinal,2003,1447,6.85
1420,16th,2003,1302,10.97
1421,32nd,2007,532,7.95
1422,Final,1987,822,2.48
1423,32nd,1998,1175,3.42
1424,Final,1990,1996,1.69
1425,SemiFinal,1995,1194,7.96
1426,32nd,2009,1700,9.45
1427,32nd,2013,101,7.78
1428,16th,1990,1840,6.78
1429,Final,2006,821,4.32
1430,quarter_final,1992,1256,3.24
1431,16th,1987,458,1.54
1432,Final,1994,282,6.29
1433,32nd,2008,1773,5.85
1434,SemiFinal,1994,102,6.18
1435,16th,2007,139,8.24
1436,quarter_final,1998,727,8.5
1437,16th,2008,1215,9.09
1438,32nd,1988,1213,1.68
1439,32nd,2014,1381,4.35
1440,Final,2009,1113,3.64
1441,16th,1986,345,7.31
1442,quarter_final,2004,208,1.52
1443,32nd,1994,1662,9.21
1444,SemiFinal,2002,944,10.67
1445,quarter_final,2003,167,1.02
1446,quarter_final,2002,861,5.97
1447,Final,1991,870,9.96
1448,Final,2010,1781,6.22
1449,SemiFinal,1991,1430,10.47
1450,quarter_final,2000,1264,1.88
1451,32nd,2011,788,9.48
1452,32nd,1989,704,6.9
1453,16th,1988,858,3.89
1454,16th,1991,1416,5.24
1455,SemiFinal,2008,542,5.92
1456,SemiFinal,2014,1368,8.62
1457,quarter_final,2001,859,7.91
1458,quarter_final,2008,1298,9.94
1459,16th,1996,892,1.41
1460,Final,2013,1830,8.89
1461,SemiFinal,1992,1772,4.07
1462,Final,2005,544,3.06
1463,Final,1986,789,8.28
1464,Final,1997,1363,3.42
1465,SemiFinal,2002,310,1.17
1466,Final,1986,1310,2.2
1467,Final,1998,506,8.36
1468,32nd,1997,1105,3.59
1469,quarter_final,1992,1940,4.86
1470,quarter_final,2014,198,7.94
1471,Final,1989,592,3.2
1472,Final,1991,226,8.62
1473,quarter_final,2012,664,8.89
1474,16th,2003,1372,10.86
1475,quarter_final,2001,892,7.96
1476,Final,2010,1326,6.43
1477,16th,2009,2046,10.08
1478,16th,2011,1812,6.99
1479,SemiFinal,2015,876,2.03
1480,quarter_final,1988,1369,3.91
1481,quarter_final,1991,547,10.23
1482,Final,2003,787,6.41
1483,Final,1994,1069,8.44
1484,quarter_final,2011,738,9.32
1485,16th,2000,1373,10.61
1486,32nd,2003,649,4.55
1487,quarter_final,2009,388,4.99
1488,SemiFinal,1997,873,5.28
1489,16th,2006,826,1.52
1490,SemiFinal,1986,1419,10.49
1491,32nd,2010,809,3.55
1492,16th,2014,1387,10.8
1493,32nd,1992,612,4.66
1494,32nd,1993,1001,8.88
1495,32nd,1989,603,6.18
1496,SemiFinal,1997,167,3.42
1497,Final,1996,974,6.32
1498,32nd,2015,1537,1.11
1499,SemiFinal,2009,1773,2.12
1500,16th,1986,1871,7.11
1501,16th,1990,1326,2.51
1502,quarter_final,2012,1934,6.12
1503,16th,2007,761,8.3
1504,SemiFinal,1992,600,5.3
1505,quarter_final,2002,728,7.7
1506,32nd,2004,1297,10.08
1507,SemiFinal,2014,1048,6.73
1508,16th,2008,568,4.99
1509,quarter_final,1994,1767,9.27
1510,32nd,2010,1549,1.44
1511,SemiFinal,2007,1813,7.34
1512,quarter_final,1988,1986,2.79
1513,quarter_final,1990,1424,7.93
1514,Final,2003,724,5.74
1515,quarter_final,2014,612,4.25
1516,32nd,2009,1966,8.91
1517,SemiFinal,1995,447,5.36
1518,quarter_final,2003,1695,4.86
1519,quarter_final,1999,1363,2.27
1520,SemiFinal,1987,100,9.76
1521,Final,1991,1607,6.72
1522,quarter_final,2005,1781,3.03
1523,16th,1996,1248,9.43
1524,Final,2009,1898,7.77
1525,quarter_final,1999,224,7.46
1526,Final,1999,882,3.06
1527,SemiFinal,2012,930,4.18
1528,quarter_final,2007,1925,10.21
1529,16th,2010,1796,6.77
1530,quarter_final,1994,1476,4.76
1531,SemiFinal,1999,713,4.75
1532,16th,2004,1559,2.78
1533,Final,1987,1816,5.9
1534,16th,1991,133,4.21
1535,quarter_final,2003,1012,5.72
1536,32nd,1997,1473,5.3
1537,16th,1989,1667,10.2
1538,32nd,2010,798,10.48
1539,quarter_final,2010,1558,5.08
1540,quarter_final,2005,1969,7.2
1541,16th,2008,513,8.79
1542,16th,2003,144,3.75
1543,quarter_final,1991,1496,9.83
1544,Final,2010,1710,3.44
1545,quarter_final,2006,1306,9.73
1546,16th,1988,823,9.1
1547,32nd,1987,255,8.34
1548,Final,2003,941,2.45
1549,32nd,2014,981,5.75
1550,16th,1995,1617,3.46
1551,Final,2006,319,2.86
1552,quarter_final,2014,651,7.08
1553,SemiFinal,1988,1752,2.12
1554,32nd,1987,1747,4.63
1555,16th,2002,1224,9.28
1556,32nd,2014,1556,3.45
1557,16th,1995,1045,1.77
1558,quarter_final,1986,632,4.59
1559,SemiFinal,1992,62,1.02
1560,16th,1994,1155,6.76
1561,32nd,1995,682,7.06
1562,Final,1999,812,5.72
1563,16th,2012,538,10.88
1564,16th,2007,102,7.33
1565,quarter_final,2014,1567,5.34
1566,SemiFinal,2000,985,8.56
1567,16th,2012,1033,5.88
1568,quarter_final,2015,403,3.56
1569,quarter_final,2015,1077,9.9
1570,SemiFinal,1986,1249,9.49
1571,16th,1997,1630,1.53
1572,Final,2003,1850,1.42
1573,SemiFinal,2005,1727,10.27
1574,Final,2008,1293,4.58
1575,Final,2001,199,5.63
1576,quarter_final,1991,570,4.65
1577,16th,1992,289,8.1
1578,SemiFinal,2015,100,6.56
1579,32nd,2006,258,5.06
1580,Final,1996,622,10.27
1581,Final,2005,79,1.83
1582,32nd,2010,1919,10.99
1583,quarter_final,2014,1581,11.0
1584,Final,1998,140,8.58
1585,quarter_final,1994,1746,3.96
1586,16th,1999,1154,8.88
1587,32nd,1995,363,3.37
1588,32nd,2008,1040,8.15
1589,32nd,1999,1434,6.49
1590,quarter_final,2010,179,2.81
1591,16th,1999,121,9.7
1592,SemiFinal,2002,663,5.52
1593,SemiFinal,1994,467,2.89
1594,Final,1986,1413,10.1
1595,16th,1988,1856,7.44
1596,32nd,1989,1791,8.79
1597,Final,2015,897,5.96
1598,16th,1993,1916,1.05
1599,quarter_final,2002,1307,1.69
1600,SemiFinal,2013,287,10.27
1601,SemiFinal,1996,973,2.99
1602,32nd,2003,1387,1.72
1603,quarter_final,1993,565,3.61
1604,32nd,1999,1431,10.43
1605,Final,1991,881,7.01
1606,16th,1989,1420,8.91
1607,SemiFinal,2010,1117,1.45
1608,32nd,1987,1933,3.84
1609,Final,2015,713,1.67
1610,16th,2009,339,6.03
1611,16th,1991,55,4.39
1612,SemiFinal,1992,296,10.24
1613,32nd,2008,1136,7.98
1614,SemiFinal,1989,1684,4.62
1615,32nd,1997,249,1.31
1616,32nd,2008,1491,6.46
1617,16th,2003,1513,5.01
1618,quarter_final,2015,807,8.58
1619,32nd,2005,2036,3.6
1620,32nd,2003,1477,3.03
1621,quarter_final,1992,1078,2.62
1622,16th,2011,894,4.95
1623,SemiFinal,1988,1769,7.38
1624,32nd,2000,1864,10.75
1625,Final,1994,1670,8.42
1626,SemiFinal,1994,391,3.82
1627,16th,2004,415,5.52
1628,SemiFinal,2014,950,10.59
1629,quarter_final,1991,1348,4.87
1630,16th,2009,693,5.08
1631,quarter_final,1994,1870,2.43
1632,quarter_final,1992,95,2.22
1633,quarter_final,1986,1936,4.6
1634,SemiFinal,2006,545,3.22
1635,16th,2004,250,1.01
1636,quarter_final,2007,2039,1.98
1637,Final,2009,363,7.03
1638,quarter_final,2013,87,2.61
1639,Final,1998,1106,10.0
1640,quarter_final,1991,1711,9.81
1641,32nd,1995,1533,5.25
1642,SemiFinal,2002,2048,9.9
1643,32nd,1989,1525,1.13
1644,16th,2014,1529,7.36
1645,16th,1988,1287,4.12
1646,16th,2005,1988,10.4
1647,quarter_final,2005,721,2.31
1648,32nd,1990,1343,1.32
1649,16th,2006,1536,7.21
1650,32nd,1998,105,8.83
1651,quarter_final,2007,1508,7.66
1652,SemiFinal,2010,2013,10.63
1653,32nd,2005,1098,4.88
1654,Final,2005,363,9.41
1655,Final,2014,1504,6.31
1656,32nd,2006,1434,10.2
1657,quarter_final,2011,1366,1.1
1658,quarter_final,1987,271,9.01
1659,16th,1992,1548,2.77
1660,32nd,2000,550,5.97
1661,quarter_final,2008,1907,5.73
1662,32nd,2001,512,3.72
1663,Final,1989,170,2.87
1664,SemiFinal,1987,1556,10.75
1665,quarter_final,1993,96,8.04
1666,32nd,1992,718,1.88
1667,16th,1990,2012,3.86
1668,SemiFinal,1996,802,8.31
1669,SemiFinal,1991,969,7.08
1670,32nd,2013,79,2.2
1671,32nd,2014,720,10.57
1672,16th,1996,1157,5.28
1673,SemiFinal,2007,679,1.38
1674,16th,2003,270,4.19
1675,SemiFinal,2012,588,7.72
1676,16th,1994,836,8.57
1677,16th,2014,885,8.65
1678,quarter_final,2010,1532,4.32
1679,32nd,2000,1876,3.5
1680,SemiFinal,2011,1026,9.91
1681,32nd,1989,1204,8.41
1682,Final,2013,907,8.51
1683,32nd,2007,1795,8.13
1684,Final,1992,2034,5.1
1685,quarter_final,1994,156,3.23
1686,Final,1991,851,2.95
